,경매구분코드,경매구분코드명,도매시장법인코드,산지코드,산지명2,경락일자,거래량,도매시장법인명,거래가격,출하구분코드,출하구분명,일련번호,포장상태코드,포장상태명,산지명,등급코드,품종명,거래규격단위코드,거래단위명,도매시장코드,도매시장명,경매시간
89081,1,경매,24000102,561800,,20200310,100,광주청과,1700,3.0,개별,1,111,단,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 04:35:51
89080,1,경매,24000102,539800,,20200310,29,광주청과,1200,3.0,개별,3,111,단,전라남도 진도군,12,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 04:35:38
89079,1,경매,24000102,539800,,20200310,130,광주청과,1800,3.0,개별,2,111,단,전라남도 진도군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 04:35:27
89088,1,경매,24000103,535807,,20200310,185,광주중앙청과,1300,3.0,개별,21,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:33:52
89032,1,경매,23000302,535000,전라남도 신안군,20200310,500,경인농산,770,3.0,개별,1,111,단,전라남도 신안군,12,대파(일반),12,kg,230003,인천삼산도매시장,
89256,1,경매,25000301,690000,제주도 제주시,20200310,2,대전중앙청과,35200,1.0,협동,14593,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89254,1,경매,25000301,467000,경기도 이천시,20200310,5,대전중앙청과,19000,1.0,협동,13769,101,상자,경기도 이천시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89229,1,경매,25000102,539000,전라남도 진도군,20200310,368,대전청과(주),1920,4.0,상인,853100,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
89228,1,경매,25000102,539000,전라남도 진도군,20200310,300,대전청과(주),1620,1.0,협동,852800,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
89258,1,경매,25000301,690000,제주도 제주시,20200310,1,대전중앙청과,32000,1.0,협동,14595,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89260,1,경매,25000301,690000,제주도 제주시,20200310,1,대전중앙청과,32200,1.0,협동,14597,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89160,1,경매,24000403,535807,,20200310,130,호남청과,1500,3.0,개별,3,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 07:00:01
89277,1,경매,31010101,441833,,20200310,45,경기청과,7300,1.0,협동,617,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
89291,1,경매,31010102,441833,,20200310,300,수원청과,730,1.0,협동,1,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
89290,1,경매,31010102,441833,,20200310,300,수원청과,730,1.0,협동,1,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
89289,1,경매,31010102,441833,,20200310,300,수원청과,730,1.0,협동,1,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
89288,1,경매,31010102,441833,,20200310,300,수원청과,720,1.0,협동,1,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
89287,1,경매,31010102,442836,,20200310,400,수원청과,770,4.0,상인,1,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
89286,1,경매,31010102,442836,,20200310,400,수원청과,760,4.0,상인,1,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
89285,1,경매,31010101,580090,,20200310,50,경기청과,9600,1.0,협동,555,103,PE대,전라북도 정읍시,11,대파(일반),12,kg,310101,수원도매시장,
89284,1,경매,31010101,580090,,20200310,50,경기청과,10000,1.0,협동,554,103,PE대,전라북도 정읍시,11,대파(일반),12,kg,310101,수원도매시장,
89283,1,경매,31010101,580090,,20200310,50,경기청과,10000,1.0,협동,553,103,PE대,전라북도 정읍시,11,대파(일반),12,kg,310101,수원도매시장,
89282,1,경매,31010101,580090,,20200310,50,경기청과,10200,1.0,협동,552,103,PE대,전라북도 정읍시,11,대파(일반),12,kg,310101,수원도매시장,
89281,1,경매,31010101,442060,,20200310,40,경기청과,8500,3.0,개별,347,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
89280,1,경매,31010101,442060,,20200310,40,경기청과,8700,3.0,개별,346,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
89279,1,경매,31010101,442060,,20200310,40,경기청과,8500,3.0,개별,345,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
89230,1,경매,25000102,539000,전라남도 진도군,20200310,370,대전청과(주),2000,4.0,상인,853200,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
89231,1,경매,25000102,539000,전라남도 진도군,20200310,350,대전청과(주),2050,4.0,상인,853300,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
89232,1,경매,25000301,690000,제주도 제주시,20200310,2,대전중앙청과,35800,1.0,협동,13391,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89233,1,경매,25000301,690000,제주도 제주시,20200310,2,대전중앙청과,32300,1.0,협동,13392,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89253,1,경매,25000301,320000,충청남도 논산시,20200310,10,대전중앙청과,2770,3.0,개별,13762,111,단,충청남도 논산시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89252,1,경매,25000301,340000,충청남도 예산군,20200310,266,대전중앙청과,2720,3.0,개별,13587,111,단,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89251,1,경매,25000301,340000,충청남도 예산군,20200310,270,대전중앙청과,2630,3.0,개별,13586,111,단,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89250,1,경매,25000301,546000,전라남도 보성군,20200310,430,대전중앙청과,2010,1.0,협동,13583,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89249,1,경매,25000301,546000,전라남도 보성군,20200310,430,대전중앙청과,2000,1.0,협동,13582,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89248,1,경매,25000301,546000,전라남도 보성군,20200310,430,대전중앙청과,1960,1.0,협동,13581,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89247,1,경매,25000301,546000,전라남도 보성군,20200310,400,대전중앙청과,1910,1.0,협동,13580,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89246,1,경매,25000301,546000,전라남도 보성군,20200310,400,대전중앙청과,1850,1.0,협동,13579,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89245,1,경매,25000301,539000,전라남도 진도군,20200310,150,대전중앙청과,3500,1.0,협동,13501,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89255,1,경매,25000301,690000,제주도 제주시,20200310,2,대전중앙청과,31000,1.0,협동,14592,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89244,1,경매,25000301,539000,전라남도 진도군,20200310,150,대전중앙청과,3600,1.0,협동,13500,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89259,1,경매,25000301,690000,제주도 제주시,20200310,2,대전중앙청과,31000,1.0,협동,14596,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89241,1,경매,25000301,539000,전라남도 진도군,20200310,100,대전중앙청과,1830,4.0,상인,13494,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89240,1,경매,25000301,539000,전라남도 진도군,20200310,109,대전중앙청과,1780,4.0,상인,13493,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89239,1,경매,25000301,535000,전라남도 신안군,20200310,250,대전중앙청과,1950,1.0,협동,13488,111,단,전라남도 신안군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89238,1,경매,25000301,535000,전라남도 신안군,20200310,250,대전중앙청과,1850,1.0,협동,13487,111,단,전라남도 신안군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89237,1,경매,25000301,535000,전라남도 신안군,20200310,138,대전중앙청과,4500,1.0,협동,13485,111,단,전라남도 신안군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89236,1,경매,25000301,535000,전라남도 신안군,20200310,130,대전중앙청과,4610,1.0,협동,13484,111,단,전라남도 신안군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89235,1,경매,25000301,697000,제주도 서귀포시,20200310,3,대전중앙청과,33800,1.0,협동,13395,101,상자,제주특별자치도 서귀포시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89234,1,경매,25000301,690000,제주도 제주시,20200310,1,대전중앙청과,26800,1.0,협동,13393,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89242,1,경매,25000301,539000,전라남도 진도군,20200310,300,대전중앙청과,1830,4.0,상인,13495,111,단,전라남도 진도군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
89278,1,경매,31010101,442060,,20200310,40,경기청과,8400,3.0,개별,344,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
89033,1,경매,23000302,535000,전라남도 신안군,20200310,250,경인농산,770,3.0,개별,2,111,단,전라남도 신안군,12,대파(일반),12,kg,230003,인천삼산도매시장,
89035,1,경매,23000302,535000,전라남도 신안군,20200310,400,경인농산,670,2.0,계통,1,111,단,전라남도 신안군,12,대파(일반),12,kg,230003,인천삼산도매시장,
89100,1,경매,24000103,565805,,20200310,101,광주중앙청과,1800,3.0,개별,11,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:25
89099,1,경매,24000103,535807,,20200310,89,광주중앙청과,1400,3.0,개별,21,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:14
89098,1,경매,24000103,535807,,20200310,114,광주중앙청과,1400,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:14
89097,1,경매,24000103,565805,,20200310,102,광주중앙청과,1300,3.0,개별,21,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:00
89096,1,경매,24000103,565805,,20200310,100,광주중앙청과,1300,3.0,개별,11,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:00
89095,1,경매,24000103,561340,,20200310,160,광주중앙청과,1500,3.0,개별,21,107,파렛트,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:47
89094,1,경매,24000103,561340,,20200310,160,광주중앙청과,1500,3.0,개별,11,107,파렛트,전라북도 전주시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:47
89093,1,경매,24000103,536804,,20200310,190,광주중앙청과,1300,3.0,개별,21,107,파렛트,전라남도 해남군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:35
89123,1,경매,24000401,502153,,20200310,140,농협광주(공),1300,2.0,계통,10,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:21:48
89125,1,경매,24000402,535800,,20200310,120,두레청과,1300,3.0,개별,1,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:04:32
89158,1,경매,24000403,535807,,20200310,130,호남청과,1500,3.0,개별,1,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 06:59:48
89142,2,정가수의,24000402,800CHN,,20200310,5,두레청과,12000,3.0,개별,4,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
89156,1,경매,24000403,539804,,20200310,150,호남청과,900,3.0,개별,3,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 06:41:25
89155,1,경매,24000403,539804,,20200310,150,호남청과,900,3.0,개별,2,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 06:41:20
89154,1,경매,24000403,539804,,20200310,170,호남청과,900,3.0,개별,1,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 06:41:15
89153,1,경매,24000403,561340,,20200310,130,호남청과,1600,3.0,개별,2,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:11:18
89152,1,경매,24000403,561340,,20200310,130,호남청과,1600,3.0,개별,1,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:11:13
89151,1,경매,24000403,906000,광주광역시,20200310,120,호남청과,1100,3.0,개별,2,107,파렛트,광주광역시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:10:59
89150,1,경매,24000403,906000,광주광역시,20200310,130,호남청과,1200,3.0,개별,1,107,파렛트,광주광역시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:10:43
89101,1,경매,24000103,565805,,20200310,101,광주중앙청과,1800,3.0,개별,21,107,파렛트,전라북도 완주군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:25
89102,1,경매,24000103,535807,,20200310,150,광주중앙청과,1400,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:35
89103,1,경매,24000103,535807,,20200310,150,광주중앙청과,1400,3.0,개별,21,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:37:35
89104,2,정가수의,24000103,535807,,20200310,388,광주중앙청과,4500,3.0,개별,11,107,파렛트,전라남도 신안군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 08:00:08
89089,1,경매,24000103,356762,,20200310,150,광주중앙청과,1400,2.0,계통,11,107,파렛트,충청남도 서산시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:17
89646,1,경매,33010102,360070,,20200310,5,청주청과,1500,1.0,협동,3,1ZZ,기타,충청북도 청주시,13,대파(일반),12,kg,330101,청주도매시장,2020-03-10 08:54:26
89108,1,경매,24000401,502153,,20200310,161,농협광주(공),800,2.0,계통,20,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:24:42
89122,1,경매,24000401,502153,,20200310,142,농협광주(공),1300,2.0,계통,10,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:21:42
89121,1,경매,24000401,950000,전라남도,20200310,136,농협광주(공),1000,2.0,계통,20,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:23:53
89120,1,경매,24000401,950000,전라남도,20200310,180,농협광주(공),1200,2.0,계통,10,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:20:58
89119,1,경매,24000401,502153,,20200310,70,농협광주(공),700,2.0,계통,20,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:25:08
89118,1,경매,24000401,502153,,20200310,180,농협광주(공),800,2.0,계통,10,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:25:02
89117,1,경매,24000401,950000,전라남도,20200310,130,농협광주(공),1400,2.0,계통,30,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:20:17
89149,1,경매,24000403,565805,,20200310,130,호남청과,1700,3.0,개별,2,107,파렛트,전라북도 완주군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:10:29
89116,1,경매,24000401,950000,전라남도,20200310,130,농협광주(공),1400,2.0,계통,20,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:20:13
89114,1,경매,24000401,502153,,20200310,130,농협광주(공),1300,2.0,계통,40,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:20:02
89113,1,경매,24000401,502153,,20200310,130,농협광주(공),1300,2.0,계통,30,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:19:58
89112,1,경매,24000401,502153,,20200310,130,농협광주(공),1300,2.0,계통,20,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:19:54
89111,1,경매,24000401,502153,,20200310,130,농협광주(공),1350,2.0,계통,10,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:19:48
89110,1,경매,24000401,502153,,20200310,184,농협광주(공),1100,2.0,계통,10,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:22:51
89109,1,경매,24000401,950000,전라남도,20200310,162,농협광주(공),1200,2.0,계통,10,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:22:36
89107,1,경매,24000401,502153,,20200310,160,농협광주(공),800,2.0,계통,10,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:24:41
89106,2,정가수의,24000401,906000,광주광역시,20200310,500,농협광주(공),1400,2.0,계통,10,1ZZ,기타,광주광역시,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 06:02:10
89105,1,경매,24000401,950000,전라남도,20200310,75,농협광주(공),2300,2.0,계통,10,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-09 12:37:15
89115,1,경매,24000401,950000,전라남도,20200310,130,농협광주(공),1400,2.0,계통,10,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:20:08
89034,1,경매,23000302,535000,전라남도 신안군,20200310,250,경인농산,770,3.0,개별,3,111,단,전라남도 신안군,12,대파(일반),12,kg,230003,인천삼산도매시장,
89148,1,경매,24000403,565805,,20200310,130,호남청과,1800,3.0,개별,1,107,파렛트,전라북도 완주군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:10:22
89146,1,경매,24000403,535807,,20200310,120,호남청과,1800,3.0,개별,1,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:10:05
89054,1,경매,24000101,405600,,20200310,200,광주원협(공),1800,1.0,협동,10,111,단,인천광역시 남동구,11,대파(일반),12,kg,240001,광주각화도매시장,
89053,2,정가수의,24000101,585000,전라북도 고창군,20200310,500,광주원협(공),6000,3.0,개별,10,1ZZ,기타,전라북도 고창군,11,대파(일반),12,kg,240001,광주각화도매시장,
89052,1,경매,23000303,539000,전라남도 진도군,20200310,400,삼산원협(공),970,3.0,개별,40,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89051,1,경매,23000303,539000,전라남도 진도군,20200310,400,삼산원협(공),950,3.0,개별,30,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89050,1,경매,23000303,539000,전라남도 진도군,20200310,450,삼산원협(공),900,3.0,개별,20,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89049,1,경매,23000303,539000,전라남도 진도군,20200310,450,삼산원협(공),900,3.0,개별,10,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89048,1,경매,23000303,539000,전라남도 진도군,20200310,300,삼산원협(공),1050,3.0,개별,10,111,단,전라남도 진도군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89047,1,경매,23000303,535870,,20200310,500,삼산원협(공),850,2.0,계통,50,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89046,1,경매,23000303,535870,,20200310,500,삼산원협(공),800,2.0,계통,40,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89045,1,경매,23000303,535870,,20200310,500,삼산원협(공),800,2.0,계통,30,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89044,1,경매,23000303,535870,,20200310,460,삼산원협(공),800,2.0,계통,20,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89043,1,경매,23000303,535870,,20200310,500,삼산원협(공),800,2.0,계통,10,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89042,1,경매,23000303,535000,전라남도 신안군,20200310,500,삼산원협(공),900,3.0,개별,40,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89040,1,경매,23000303,535000,전라남도 신안군,20200310,500,삼산원협(공),900,3.0,개별,20,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89563,2,정가수의,32010101,680010,,20200310,20,춘천중앙청과,1200,3.0,개별,1,101,상자,울산광역시 남구,11,대파(일반),12,kg,320101,춘천도매시장,
89039,1,경매,23000303,535000,전라남도 신안군,20200310,500,삼산원협(공),900,3.0,개별,10,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89038,1,경매,23000302,467000,경기도 이천시,20200310,400,경인농산,600,3.0,개별,2,111,단,경기도 이천시,12,대파(일반),12,kg,230003,인천삼산도매시장,
89037,1,경매,23000302,467000,경기도 이천시,20200310,400,경인농산,600,3.0,개별,1,111,단,경기도 이천시,12,대파(일반),12,kg,230003,인천삼산도매시장,
89036,1,경매,23000302,535000,전라남도 신안군,20200310,400,경인농산,670,2.0,계통,2,111,단,전라남도 신안군,12,대파(일반),12,kg,230003,인천삼산도매시장,
89055,1,경매,24000101,405600,,20200310,200,광주원협(공),1800,1.0,협동,20,111,단,인천광역시 남동구,11,대파(일반),12,kg,240001,광주각화도매시장,
89041,1,경매,23000303,535000,전라남도 신안군,20200310,500,삼산원협(공),900,3.0,개별,30,111,단,전라남도 신안군,11,대파(일반),12,kg,230003,인천삼산도매시장,
89090,1,경매,24000103,356762,,20200310,150,광주중앙청과,1400,2.0,계통,21,107,파렛트,충청남도 서산시,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:17
89091,1,경매,24000103,356762,,20200310,54,광주중앙청과,1000,2.0,계통,31,107,파렛트,충청남도 서산시,12,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:17
89145,1,경매,24000402,539844,,20200310,55,두레청과,1600,3.0,개별,2,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:47:36
89144,1,경매,24000402,539844,,20200310,25,두레청과,1200,3.0,개별,1,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:46:25
89143,1,경매,24000402,539844,,20200310,130,두레청과,1100,3.0,개별,1,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:46:15
89141,2,정가수의,24000402,800CHN,,20200310,15,두레청과,12000,3.0,개별,3,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
89126,1,경매,24000402,535800,,20200310,120,두레청과,1300,3.0,개별,2,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:04:38
89140,2,정가수의,24000402,800CHN,,20200310,5,두레청과,12000,3.0,개별,2,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
89139,2,정가수의,24000402,800CHN,,20200310,5,두레청과,12000,3.0,개별,1,107,파렛트,,11,대파(수입),12,kg,240004,광주서부도매시장,
89138,1,경매,24000402,534814,,20200310,115,두레청과,1400,3.0,개별,2,111,단,전라남도 무안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:07:31
89137,1,경매,24000402,534814,,20200310,150,두레청과,1400,3.0,개별,1,111,단,전라남도 무안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:07:29
89147,1,경매,24000403,535807,,20200310,124,호남청과,1900,3.0,개별,2,107,파렛트,전라남도 신안군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-10 05:10:12
89136,1,경매,24000402,565810,,20200310,50,두레청과,1700,1.0,협동,2,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:06:28
89134,1,경매,24000402,535800,,20200310,130,두레청과,1300,3.0,개별,2,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:06:03
89133,1,경매,24000402,535800,,20200310,140,두레청과,1300,3.0,개별,1,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:05:57
89132,1,경매,24000402,565920,,20200310,108,두레청과,1400,3.0,개별,1,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:05:45
89131,1,경매,24000402,565920,,20200310,120,두레청과,1500,3.0,개별,2,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:05:36
89130,1,경매,24000402,565920,,20200310,120,두레청과,1500,3.0,개별,1,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:05:31
89129,1,경매,24000402,536830,,20200310,200,두레청과,1200,3.0,개별,2,111,단,전라남도 해남군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:05:20
89128,1,경매,24000402,536830,,20200310,200,두레청과,1200,3.0,개별,1,111,단,전라남도 해남군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:05:10
89127,1,경매,24000402,535800,,20200310,120,두레청과,1500,3.0,개별,1,111,단,전라남도 신안군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:04:51
89092,1,경매,24000103,536804,,20200310,190,광주중앙청과,1300,3.0,개별,11,107,파렛트,전라남도 해남군,11,대파(일반),12,kg,240001,광주각화도매시장,2020-03-10 07:36:35
89135,1,경매,24000402,565810,,20200310,200,두레청과,1700,1.0,협동,1,111,단,전라북도 완주군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-10 05:06:15
88789,2,정가수의,21000103,902000,부산광역시,20200310,300,항도청과,1200,3.0,개별,1,111,단,부산광역시,11,대파(일반),12,kg,210001,부산엄궁도매시장,
89276,1,경매,31010101,441833,,20200310,45,경기청과,8100,1.0,협동,616,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
89275,1,경매,31010101,441833,,20200310,40,경기청과,8100,1.0,협동,615,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
88886,1,경매,21000903,612810,,20200310,298,농협반여(공),950,2.0,계통,30,1ZZ,기타,부산광역시 해운대구,11,대파(일반),12,kg,210009,부산반여도매시장,
88885,1,경매,21000903,612810,,20200310,300,농협반여(공),950,2.0,계통,20,1ZZ,기타,부산광역시 해운대구,11,대파(일반),12,kg,210009,부산반여도매시장,
88884,1,경매,21000903,612810,,20200310,300,농협반여(공),950,2.0,계통,10,1ZZ,기타,부산광역시 해운대구,11,대파(일반),12,kg,210009,부산반여도매시장,
88883,1,경매,21000903,618813,,20200310,470,농협반여(공),1030,3.0,개별,30,1ZZ,기타,부산광역시 강서구,11,대파(일반),12,kg,210009,부산반여도매시장,
88882,1,경매,21000903,618813,,20200310,300,농협반여(공),1030,3.0,개별,20,1ZZ,기타,부산광역시 강서구,11,대파(일반),12,kg,210009,부산반여도매시장,
88881,1,경매,21000903,618813,,20200310,300,농협반여(공),1020,3.0,개별,10,1ZZ,기타,부산광역시 강서구,11,대파(일반),12,kg,210009,부산반여도매시장,
