,경매구분코드,경매구분코드명,도매시장법인코드,산지코드,산지명2,경락일자,거래량,도매시장법인명,거래가격,출하구분코드,출하구분명,일련번호,포장상태코드,포장상태명,산지명,등급코드,품종명,거래규격단위코드,거래단위명,도매시장코드,도매시장명,경매시간
79524,1,경매,38030302,618808,,20200302,65,창원원협(공),900,2.0,계통,20,111,단,부산광역시 강서구,19,대파(일반),12,kg,380303,창원내서도매시장,
79525,1,경매,38030302,621600,,20200302,100,창원원협(공),1900,3.0,개별,10,111,단,경상남도 김해시,19,대파(일반),12,kg,380303,창원내서도매시장,
79526,1,경매,38030302,621600,,20200302,100,창원원협(공),1900,3.0,개별,20,111,단,경상남도 김해시,19,대파(일반),12,kg,380303,창원내서도매시장,
79527,1,경매,38030302,621600,,20200302,59,창원원협(공),1900,3.0,개별,30,111,단,경상남도 김해시,19,대파(일반),12,kg,380303,창원내서도매시장,
79528,1,경매,38030302,621600,,20200302,40,창원원협(공),1100,3.0,개별,40,111,단,경상남도 김해시,19,대파(일반),12,kg,380303,창원내서도매시장,
79529,1,경매,38030302,637706,,20200302,47,창원원협(공),1000,3.0,개별,30,111,단,경상남도 함안군,11,대파(일반),12,kg,380303,창원내서도매시장,
79530,1,경매,38030302,637706,,20200302,15,창원원협(공),1300,3.0,개별,40,111,단,경상남도 함안군,12,대파(일반),12,kg,380303,창원내서도매시장,
79531,1,경매,38030302,637706,,20200302,5,창원원협(공),3000,3.0,개별,50,108,봉지,경상남도 함안군,19,대파(일반),12,kg,380303,창원내서도매시장,
79532,2,정가수의,38040101,138701,,20200302,50,진주원협(공),1457,3.0,개별,400,111,단,서울특별시 송파구,11,대파(일반),12,kg,380401,진주도매시장,
79533,1,경매,38040101,660600,,20200302,100,진주원협(공),1600,3.0,개별,10,111,단,경상남도 진주시,11,대파(일반),12,kg,380401,진주도매시장,
79534,1,경매,38040101,676000,경상남도 함양군,20200302,110,진주원협(공),2200,3.0,개별,10,111,단,경상남도 함양군,11,대파(일반),12,kg,380401,진주도매시장,
79535,1,경매,38040101,676000,경상남도 함양군,20200302,110,진주원협(공),2200,3.0,개별,20,111,단,경상남도 함양군,11,대파(일반),12,kg,380401,진주도매시장,
79536,1,경매,38040101,676000,경상남도 함양군,20200302,110,진주원협(공),2200,3.0,개별,30,111,단,경상남도 함양군,11,대파(일반),12,kg,380401,진주도매시장,
79476,1,경매,38010102,641465,,20200302,100,농협창원(공),1100,2.0,계통,00050,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79396,1,경매,36030102,136858,,20200302,125,순천원협(공),1100,3.0,개별,40,111,단,서울특별시 성북구,11,대파(일반),12,kg,360301,순천도매시장,
79397,1,경매,36030102,136858,,20200302,125,순천원협(공),1100,3.0,개별,50,111,단,서울특별시 성북구,11,대파(일반),12,kg,360301,순천도매시장,
79398,1,경매,36030102,540850,,20200302,60,순천원협(공),2000,3.0,개별,10,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79399,1,경매,36030102,540850,,20200302,54,순천원협(공),2300,3.0,개별,20,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79472,1,경매,38010102,641465,,20200302,100,농협창원(공),1100,2.0,계통,00010,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79455,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00050,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79453,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00030,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79434,1,경매,38010101,641111,,20200302,100,창원청과,900,3.0,개별,00001,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79452,1,경매,38010102,641465,,20200302,100,농협창원(공),900,2.0,계통,00020,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79435,1,경매,38010101,641111,,20200302,100,창원청과,920,3.0,개별,00002,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79436,1,경매,38010101,641111,,20200302,100,창원청과,930,3.0,개별,00003,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79437,1,경매,38010101,641111,,20200302,100,창원청과,950,3.0,개별,00004,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79438,1,경매,38010101,635808,,20200302,100,창원청과,770,3.0,개별,00001,1ZZ,기타,경상남도 창녕군,11,대파(일반),12,kg,380101,창원팔용도매시장,
79439,1,경매,38010101,635808,,20200302,100,창원청과,760,3.0,개별,00002,1ZZ,기타,경상남도 창녕군,11,대파(일반),12,kg,380101,창원팔용도매시장,
79440,1,경매,38010101,635808,,20200302,100,창원청과,750,3.0,개별,00003,1ZZ,기타,경상남도 창녕군,11,대파(일반),12,kg,380101,창원팔용도매시장,
79441,1,경매,38010101,627834,,20200302,100,창원청과,900,3.0,개별,00001,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:38:50
79442,1,경매,38010101,627834,,20200302,100,창원청과,900,3.0,개별,00002,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:38:54
79443,1,경매,38010101,627834,,20200302,100,창원청과,900,3.0,개별,00003,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:38:58
79444,1,경매,38010101,627834,,20200302,100,창원청과,900,3.0,개별,00004,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:01
79445,1,경매,38010101,627834,,20200302,100,창원청과,900,3.0,개별,00005,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:04
79446,1,경매,38010101,627834,,20200302,100,창원청과,960,3.0,개별,00006,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:07
79447,1,경매,38010101,627834,,20200302,100,창원청과,960,3.0,개별,00007,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:12
79448,1,경매,38010101,627834,,20200302,102,창원청과,950,3.0,개별,00008,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:15
79449,1,경매,38010101,627834,,20200302,3,창원청과,2500,3.0,개별,00009,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:27
79450,1,경매,38010101,627834,,20200302,7,창원청과,2000,3.0,개별,00010,1ZZ,기타,경상남도 밀양시,11,대파(일반),12,kg,380101,창원팔용도매시장,2020-03-02 05:39:36
79451,1,경매,38010102,641465,,20200302,100,농협창원(공),900,2.0,계통,00010,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79220,1,경매,33010102,539800,,20200302,20,청주청과,9800,1.0,협동,7,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,2020-03-02 08:44:01
79219,1,경매,33010102,539800,,20200302,30,청주청과,9600,1.0,협동,6,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,2020-03-02 08:44:01
79218,1,경매,33010102,539800,,20200302,38,청주청과,2800,1.0,협동,5,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,2020-03-02 08:44:01
79471,1,경매,38010102,637000,경상남도 함안군,20200302,11,농협창원(공),500,2.0,계통,00030,1ZZ,기타,경상남도 함안군,11,대파(일반),12,kg,380101,창원팔용도매시장,
78886,1,경매,31010103,441833,,20200302,300,수원원협(공),870,3.0,개별,30,111,단,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
79470,1,경매,38010102,637000,경상남도 함안군,20200302,85,농협창원(공),1200,2.0,계통,00020,1ZZ,기타,경상남도 함안군,11,대파(일반),12,kg,380101,창원팔용도매시장,
79468,1,경매,38010102,641465,,20200302,108,농협창원(공),1900,2.0,계통,00030,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79400,1,경매,36030102,540850,,20200302,50,순천원협(공),2000,3.0,개별,30,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79401,1,경매,36030102,405600,,20200302,200,순천원협(공),1500,1.0,협동,10,111,단,인천광역시 남동구,11,대파(일반),12,kg,360301,순천도매시장,
79402,1,경매,36030102,405600,,20200302,200,순천원협(공),1500,1.0,협동,20,111,단,인천광역시 남동구,11,대파(일반),12,kg,360301,순천도매시장,
79403,1,경매,36030102,405600,,20200302,200,순천원협(공),1500,1.0,협동,30,111,단,인천광역시 남동구,11,대파(일반),12,kg,360301,순천도매시장,
79404,1,경매,36030102,405600,,20200302,40,순천원협(공),1100,1.0,협동,40,111,단,인천광역시 남동구,12,대파(일반),12,kg,360301,순천도매시장,
79405,1,경매,36030102,540850,,20200302,170,순천원협(공),1100,3.0,개별,10,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79406,1,경매,36030102,540850,,20200302,170,순천원협(공),1100,3.0,개별,20,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79407,1,경매,36030102,540850,,20200302,155,순천원협(공),1100,3.0,개별,30,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79408,1,경매,36030102,540850,,20200302,150,순천원협(공),1000,3.0,개별,40,111,단,전라남도 순천시,11,대파(일반),12,kg,360301,순천도매시장,
79431,1,경매,37150102,730010,,20200302,6,구미중앙청과,3300,3.0,개별,00002,1ZZ,기타,경상북도 구미시,11,대파(일반),12,kg,371501,구미도매시장,2020-03-02 08:44:03
79432,1,경매,37150102,730010,,20200302,22,구미중앙청과,3800,3.0,개별,00001,1ZZ,기타,경상북도 구미시,11,대파(일반),12,kg,371501,구미도매시장,2020-03-02 08:44:24
79433,1,경매,37150102,730010,,20200302,7,구미중앙청과,3500,3.0,개별,00002,1ZZ,기타,경상북도 구미시,12,대파(일반),12,kg,371501,구미도매시장,2020-03-02 08:44:34
79454,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00040,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79456,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00060,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79457,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00070,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79458,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00080,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79459,1,경매,38010102,641465,,20200302,100,농협창원(공),850,2.0,계통,00090,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79460,1,경매,38010102,641465,,20200302,100,농협창원(공),1260,2.0,계통,00010,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79461,1,경매,38010102,641465,,20200302,100,농협창원(공),1200,2.0,계통,00020,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79462,1,경매,38010102,641465,,20200302,100,농협창원(공),1230,2.0,계통,00030,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79463,1,경매,38010102,641465,,20200302,100,농협창원(공),1230,2.0,계통,00040,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79464,1,경매,38010102,641465,,20200302,100,농협창원(공),1230,2.0,계통,00050,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79465,1,경매,38010102,641465,,20200302,100,농협창원(공),1200,2.0,계통,00060,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79466,1,경매,38010102,641465,,20200302,110,농협창원(공),1860,2.0,계통,00010,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79467,1,경매,38010102,641465,,20200302,110,농협창원(공),1900,2.0,계통,00020,1ZZ,기타,경상남도 창원시,11,대파(일반),12,kg,380101,창원팔용도매시장,
79469,1,경매,38010102,637000,경상남도 함안군,20200302,100,농협창원(공),1400,2.0,계통,00010,1ZZ,기타,경상남도 함안군,11,대파(일반),12,kg,380101,창원팔용도매시장,
78887,1,경매,31010103,440000,경기도 수원시,20200302,300,수원원협(공),600,3.0,개별,10,111,단,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
79414,1,경매,37150101,730040,,20200302,12,구미농협(공),4500,3.0,개별,20,108,봉지,경상북도 구미시,12,대파(일반),12,kg,371501,구미도매시장,
78889,1,경매,31010103,440000,경기도 수원시,20200302,250,수원원협(공),710,3.0,개별,10,111,단,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
79077,1,경매,31120103,471080,,20200302,30,구리청과,11000,2.0,계통,2683,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79078,2,정가수의,31120103,471080,,20200302,1,구리청과,4350,2.0,계통,2684,1ZZ,기타,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79079,2,정가수의,31120103,471080,,20200302,1,구리청과,4350,2.0,계통,2685,1ZZ,기타,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79081,2,정가수의,31120103,471080,,20200302,1,구리청과,14500,2.0,계통,2687,1ZZ,기타,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79132,1,경매,32020101,539800,,20200302,100,합동청과,2800,3.0,개별,00001,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,320201,원주도매시장,2020-03-02 04:16:32
79082,2,정가수의,31120103,471080,,20200302,1,구리청과,18500,2.0,계통,2688,1ZZ,기타,경기도 구리시,12,대파(일반),12,kg,311201,구리도매시장,
79083,2,정가수의,31120103,471080,,20200302,1,구리청과,26153,2.0,계통,2689,101,상자,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79084,2,정가수의,31120103,471080,,20200302,1,구리청과,29000,2.0,계통,2690,1ZZ,기타,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79085,2,정가수의,31120103,471080,,20200302,1,구리청과,29000,2.0,계통,2691,1ZZ,기타,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79086,2,정가수의,31120103,471080,,20200302,1,구리청과,43500,2.0,계통,2692,1ZZ,기타,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79087,1,경매,31120106,539000,전라남도 진도군,20200302,500,인터넷청과,850,3.0,개별,1608,111,단,전라남도 진도군,11,대파(일반),12,kg,311201,구리도매시장,
79076,1,경매,31120103,471080,,20200302,32,구리청과,11000,2.0,계통,2682,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79088,2,정가수의,31120106,539000,전라남도 진도군,20200302,500,인터넷청과,850,3.0,개별,1609,111,단,전라남도 진도군,11,대파(일반),12,kg,311201,구리도매시장,
79071,1,경매,31120103,471080,,20200302,30,구리청과,10800,2.0,계통,2677,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79070,1,경매,31120103,471080,,20200302,32,구리청과,10700,2.0,계통,2676,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79069,1,경매,31120103,471080,,20200302,30,구리청과,10600,2.0,계통,2675,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79068,1,경매,31120103,471080,,20200302,31,구리청과,9800,2.0,계통,2674,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79051,1,경매,31120103,471080,,20200302,30,구리청과,9000,2.0,계통,2657,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79052,1,경매,31120103,471080,,20200302,30,구리청과,9000,2.0,계통,2658,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79053,1,경매,31120103,471080,,20200302,30,구리청과,9000,2.0,계통,2659,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79054,1,경매,31120103,471080,,20200302,30,구리청과,9000,2.0,계통,2660,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79055,1,경매,31120103,471080,,20200302,30,구리청과,9300,2.0,계통,2661,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79056,1,경매,31120103,471080,,20200302,30,구리청과,9300,2.0,계통,2662,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79057,1,경매,31120103,471080,,20200302,30,구리청과,9300,2.0,계통,2663,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79089,2,정가수의,31120106,539000,전라남도 진도군,20200302,500,인터넷청과,850,3.0,개별,1610,111,단,전라남도 진도군,11,대파(일반),12,kg,311201,구리도매시장,
79075,1,경매,31120103,471080,,20200302,32,구리청과,11000,2.0,계통,2681,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79074,1,경매,31120103,471080,,20200302,32,구리청과,11000,2.0,계통,2680,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79073,1,경매,31120103,471080,,20200302,32,구리청과,11000,2.0,계통,2679,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79197,1,경매,33010101,361300,,20200302,100,충북원협(청주),1000,3.0,개별,10,111,단,충청북도 청주시,11,대파(일반),12,kg,330101,청주도매시장,
79178,5,,32030101,210010,,20200302,300,강릉농산물,1300,3.0,개별,00003,111,단,강원도 강릉시,11,대파(일반),12,kg,320301,강릉도매시장,
79196,1,경매,33010101,539000,전라남도 진도군,20200302,170,충북원협(청주),900,2.0,계통,40,111,단,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,
79179,5,,32030101,210010,,20200302,300,강릉농산물,800,3.0,개별,00001,111,단,강원도 강릉시,11,대파(일반),12,kg,320301,강릉도매시장,
79180,5,,32030101,210010,,20200302,720,강릉농산물,1000,3.0,개별,00002,111,단,강원도 강릉시,11,대파(일반),12,kg,320301,강릉도매시장,
79181,5,,32030101,210010,,20200302,200,강릉농산물,1000,3.0,개별,00003,111,단,강원도 강릉시,11,대파(일반),12,kg,320301,강릉도매시장,
79182,5,,32030101,210010,,20200302,500,강릉농산물,1300,3.0,개별,00004,111,단,강원도 강릉시,11,대파(일반),12,kg,320301,강릉도매시장,
79183,2,정가수의,32030101,138000,서울특별시 송파구,20200302,800,강릉농산물,740,3.0,개별,00001,111,단,서울특별시 송파구,11,대파(일반),12,kg,320301,강릉도매시장,
79184,2,정가수의,32030101,138000,서울특별시 송파구,20200302,60,강릉농산물,1300,3.0,개별,00004,111,단,서울특별시 송파구,11,깐대파,12,kg,320301,강릉도매시장,
79185,2,정가수의,32030101,138000,서울특별시 송파구,20200302,700,강릉농산물,790,3.0,개별,00001,111,단,서울특별시 송파구,11,대파(일반),12,kg,320301,강릉도매시장,
79186,1,경매,33010101,390875,,20200302,260,충북원협(청주),820,2.0,계통,10,111,단,충청북도 제천시,11,대파(일반),12,kg,330101,청주도매시장,
79187,1,경매,33010101,390875,,20200302,270,충북원협(청주),860,2.0,계통,20,111,단,충청북도 제천시,11,대파(일반),12,kg,330101,청주도매시장,
79188,1,경매,33010101,390875,,20200302,270,충북원협(청주),860,2.0,계통,30,111,단,충청북도 제천시,11,대파(일반),12,kg,330101,청주도매시장,
79189,1,경매,33010101,390875,,20200302,104,충북원협(청주),2200,2.0,계통,40,108,봉지,충청북도 제천시,11,대파(일반),12,kg,330101,청주도매시장,
79190,1,경매,33010101,361300,,20200302,72,충북원협(청주),2300,3.0,개별,10,108,봉지,충청북도 청주시,11,대파(일반),12,kg,330101,청주도매시장,
79191,1,경매,33010101,361300,,20200302,72,충북원협(청주),2300,3.0,개별,20,108,봉지,충청북도 청주시,11,대파(일반),12,kg,330101,청주도매시장,
79192,1,경매,33010101,361300,,20200302,72,충북원협(청주),2300,3.0,개별,30,108,봉지,충청북도 청주시,11,대파(일반),12,kg,330101,청주도매시장,
79193,1,경매,33010101,539000,전라남도 진도군,20200302,75,충북원협(청주),2400,2.0,계통,10,108,봉지,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,
79194,1,경매,33010101,539000,전라남도 진도군,20200302,75,충북원협(청주),2400,2.0,계통,20,108,봉지,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,
79195,1,경매,33010101,539000,전라남도 진도군,20200302,170,충북원협(청주),900,2.0,계통,30,111,단,전라남도 진도군,11,대파(일반),12,kg,330101,청주도매시장,
79135,1,경매,32020101,539800,,20200302,100,합동청과,2500,3.0,개별,00004,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,320201,원주도매시장,2020-03-02 04:17:02
79133,1,경매,32020101,539800,,20200302,100,합동청과,2700,3.0,개별,00002,1ZZ,기타,전라남도 진도군,11,대파(일반),12,kg,320201,원주도매시장,2020-03-02 04:16:41
79050,1,경매,31120103,471080,,20200302,30,구리청과,9000,2.0,계통,2656,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79080,2,정가수의,31120103,471080,,20200302,1,구리청과,7144,2.0,계통,2686,1ZZ,기타,경기도 구리시,12,대파(일반),12,kg,311201,구리도매시장,
79072,1,경매,31120103,471080,,20200302,30,구리청과,10800,2.0,계통,2678,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79058,1,경매,31120103,471080,,20200302,30,구리청과,9300,2.0,계통,2664,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79059,1,경매,31120103,471080,,20200302,30,구리청과,9500,2.0,계통,2665,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79060,1,경매,31120103,471080,,20200302,30,구리청과,9500,2.0,계통,2666,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79061,1,경매,31120103,471080,,20200302,30,구리청과,9500,2.0,계통,2667,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79093,2,정가수의,31120106,539000,전라남도 진도군,20200302,500,인터넷청과,860,3.0,개별,1614,111,단,전라남도 진도군,11,대파(일반),12,kg,311201,구리도매시장,
79111,2,정가수의,31120106,535000,전라남도 신안군,20200302,330,인터넷청과,900,1.0,협동,1951,111,단,전라남도 신안군,11,대파(일반),12,kg,311201,구리도매시장,
79094,2,정가수의,31120106,539000,전라남도 진도군,20200302,500,인터넷청과,860,3.0,개별,1615,111,단,전라남도 진도군,11,대파(일반),12,kg,311201,구리도매시장,
79095,2,정가수의,31120106,539000,전라남도 진도군,20200302,500,인터넷청과,860,3.0,개별,1616,111,단,전라남도 진도군,11,대파(일반),12,kg,311201,구리도매시장,
79096,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1687,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79097,2,정가수의,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1688,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79098,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1689,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79099,2,정가수의,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1690,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79100,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1691,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79102,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1693,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79103,2,정가수의,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1694,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79104,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,850,1.0,협동,1695,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79105,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,800,1.0,협동,1696,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79106,1,경매,31120106,471000,경기도 구리시,20200302,300,인터넷청과,650,3.0,개별,1713,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79107,2,정가수의,31120106,471000,경기도 구리시,20200302,300,인터넷청과,650,3.0,개별,1714,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79108,2,정가수의,31120106,471000,경기도 구리시,20200302,180,인터넷청과,650,3.0,개별,1715,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79109,2,정가수의,31120106,471000,경기도 구리시,20200302,300,인터넷청과,650,3.0,개별,1716,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79110,2,정가수의,31120106,471000,경기도 구리시,20200302,300,인터넷청과,650,3.0,개별,1717,111,단,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
78584,1,경매,24000103,527804,,20200302,3,광주중앙청과,4500,3.0,개별,21,107,파렛트,전라남도 강진군,12,대파(일반),12,kg,240001,광주각화도매시장,2020-03-02 13:20:33
78007,2,정가수의,11000802,535000,전라남도 신안군,20200302,300,서부청과,850,,,1,111,단,전라남도 신안군,11,대파(일반),12,kg,110008,서울강서도매시장,2020-03-02 ::
79559,1,경매,38040102,660010,,20200302,50,진주중앙청과,1600,3.0,개별,00626,111,단,경상남도 진주시,11,대파(일반),12,kg,380401,진주도매시장,2020-03-02 08:00:00
78276,1,경매,22000103,539000,전라남도 진도군,20200302,500,효성청과,750,3.0,개별,003,111,단,전라남도 진도군,11,대파(일반),12,kg,220001,대구북부도매시장,
78888,1,경매,31010103,440000,경기도 수원시,20200302,300,수원원협(공),600,3.0,개별,20,111,단,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78264,1,경매,22000103,539000,전라남도 진도군,20200302,250,효성청과,720,3.0,개별,006,111,단,전라남도 진도군,11,대파(일반),12,kg,220001,대구북부도매시장,
78265,1,경매,22000103,539000,전라남도 진도군,20200302,250,효성청과,720,3.0,개별,007,111,단,전라남도 진도군,11,대파(일반),12,kg,220001,대구북부도매시장,
79112,1,경매,31120106,535000,전라남도 신안군,20200302,330,인터넷청과,900,1.0,협동,1952,111,단,전라남도 신안군,11,대파(일반),12,kg,311201,구리도매시장,
79199,1,경매,33010101,361300,,20200302,63,충북원협(청주),2600,3.0,개별,30,108,봉지,충청북도 청주시,11,대파(일반),12,kg,330101,청주도매시장,
79114,1,경매,31120106,535000,전라남도 신안군,20200302,270,인터넷청과,900,1.0,협동,1954,111,단,전라남도 신안군,11,대파(일반),12,kg,311201,구리도매시장,
79130,1,경매,32020101,380010,,20200302,150,합동청과,770,3.0,개별,00004,1ZZ,기타,충청북도 충주시,11,대파(일반),12,kg,320201,원주도매시장,2020-03-02 04:16:13
79062,1,경매,31120103,471080,,20200302,30,구리청과,9500,2.0,계통,2668,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
79063,1,경매,31120103,471080,,20200302,35,구리청과,9500,2.0,계통,2669,103,PE대,경기도 구리시,11,대파(일반),12,kg,311201,구리도매시장,
